ut	field	country	funder_id	funder	Type	country_funder
000279932200009	Food science	NO	1603	Norwegian Research Council	Public	NO
000387246500024	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000387246500024	Energy	NO	1603	Norwegian Research Council	Public	NO
000431151200005	Energy	NO	1603	Norwegian Research Council	Public	NO
000431151200005	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000291609800001	Food science	NO	493	Dryland Coordination Group	NA	NA
000436216200026	Food science	NO	981	Institute of Marine Research	Public	NO
000436216200026	Food science	NO	1589	Norwegian Institute of Marine Research	Public	NO
000444369200001	Energy	NO	440	David and Lucile Packard Foundation	NA	Other
000414818900011	Food science	NO	593	EEA	Public	Supranational
000414818900011	Food science	NO	1339	MICINN	Public	Other
000414818900011	Food science	NO	1603	Norwegian Research Council	Public	NO
000386938900008	Food science	NO	112	Australian Government	Public	Other
000386938900008	Food science	NO	792	Galician Government	Public	Other
000386938900008	Food science	NO	1152	King Carl XVI Gustaf Foundation for Science, Technology and Environment	NA	NA
000377605600007	Food science	NO	1605	Norwegian Seafood Federation	NA	NA
000337247700004	Food science	NO	1603	Norwegian Research Council	Public	NO
000295434700001	Energy	NO	1913	Spanish government	Public	Other
000292444100002	Food science	NO	63	Alexander von Humboldt-Foundation	NA	Other
000292444100002	Food science	NO	667	EU	Public	Supranational
000292444100002	Food science	NO	1059	Japan Society for the Promotion of Science	Public	Other
000293616500014	Food science	NO	667	EU	Public	Supranational
000293616500014	Food science	NO	202	Cambridge Philosophical Society	NA	NA
000293616500014	Food science	NO	746	Foreign Commonwealth Office of the British Government	Public	NA
000293616500014	Food science	NO	1282	Magdalene College	NA	NA
000293616500014	Food science	NO	1530	Nofima AS	Private	NO
000393422200046	Food science	NO	1603	Norwegian Research Council	Public	NO
000301221400006	Energy	NO	1603	Norwegian Research Council	Public	NO
000301221400006	Energy	NO	1601	Norwegian regions	Public	NO
000322939700017	Energy	NO	1782	Research Foundation of Flanders (FWO)	Public	Other
000271376900008	Food science	NO	1603	Norwegian Research Council	Public	NO
000400993900020	Energy	NO	1603	Norwegian Research Council	Public	NO
000400993900020	Energy	NO	1946	Swedish Energy Agency	Public	Other
000311215700007	Food science	NO	1603	Norwegian Research Council	Public	NO
000313773600029	Food science	NO	1603	Norwegian Research Council	Public	NO
000339389000007	Food science	NO	11	Academy of Finland	Public	Other
000402479100040	Energy	NO	1542	Nordland County	Public	NA
000404721000002	Energy	NO	238	CESAM	NA	Other
000404721000002	Energy	NO	667	EU	Public	Supranational
000404721000002	Energy	NO	686	FCT - Foundation for Science and Technology	Public	Other
000404721000002	Energy	NO	1694	Polish-Swiss Research Programme	NA	NA
000404721000002	Energy	NO	1962	Swiss National Science Foundation	Public	Other
000373156000011	Energy	NO	1603	Norwegian Research Council	Public	NO
000375420600023	Energy	NO	1603	Norwegian Research Council	Public	NO
000424423500026	Energy	NO	3002	EU - ERC	Public	Supranational
000424423500026	Energy	NO	1408	Ministry of Science and Technology of China	Public	Other
000209334700011	Energy	NO	1947	Swedish Environmental Protection Agency	NA	Other
000393479000002	Energy	NO	3002	EU - ERC	Public	Supranational
000393479000002	Energy	NO	1603	Norwegian Research Council	Public	NO
000281596600001	Energy	NO	1603	Norwegian Research Council	Public	NO
000300935300011	Energy	NO	1508	Netherlands Organisation for Scientific Research	Public	NL
000300935300011	Energy	NO	1933	Stichting Nationale Computerfaciliteiten (NCF)	NA	NL
000282748100025	Food science	NO	118	Australian Research Council	Public	Other
000282748100025	Food science	NO	2256	University of Oslo	University	NO
000345180300035	Food science	NO	88	Animalia	Private	NO
000345180300035	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000345180300035	Food science	NO	2095	TINE Norwegian Dairies BA	Private	NO
000345180300035	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000345180300035	Food science	NO	1603	Norwegian Research Council	Public	NO
000380972500010	Food science	NO	1591	Norwegian Ministry for Trade and Fisheries	Public	NO
000334521500008	Food science	NO	1278	MABIT programme (Norway)	NA	NA
000334521500008	Food science	NO	1603	Norwegian Research Council	Public	NO
000286965500021	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000286965500021	Food science	NO	1603	Norwegian Research Council	Public	NO
000385393300008	Energy	NO	3002	EU - ERC	Public	Supranational
000385393300008	Energy	NO	667	EU	Public	Supranational
000385393300008	Energy	NO	450	Department for Envrionment, Food and Rural Affairs (DEFRA), UK	Public	Other
000385393300008	Energy	NO	1603	Norwegian Research Council	Public	NO
000278837600012	Food science	NO	1603	Norwegian Research Council	Public	NO
000347603400003	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000347603400003	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000347603400003	Food science	NO	1603	Norwegian Research Council	Public	NO
000347603400003	Food science	NO	2095	TINE Norwegian Dairies BA	Private	NO
000345723200035	Energy	NO	1603	Norwegian Research Council	Public	NO
000426236100022	Energy	NO	168	BIGCCS Centre	Public	NO
000426236100022	Energy	NO	1603	Norwegian Research Council	Public	NO
000392768800040	Energy	NO	2373	World Bank	Non-profit	Supranational
000330085400040	Energy	NO	1603	Norwegian Research Council	Public	NO
000304145400006	Food science	NO	1603	Norwegian Research Council	Public	NO
000404048200011	Food science	NO	2398	Aarhus University	University	DK
000404048200011	Food science	NO	360	Danish Council for Strategic Research	Public	DK
000404048200011	Food science	NO	667	EU	Public	Supranational
000295298800014	Food science	NO	1603	Norwegian Research Council	Public	NO
000326823000016	Food science	NO	1603	Norwegian Research Council	Public	NO
000386337200013	Food science	NO	230	Center for Stock Assessment Research (CSTAR)	Public	Other
000386337200013	Food science	NO	1557	Northwest Fisheries Science Center	NA	Other
000371601800030	Energy	NO	667	EU	Public	Supranational
000409290700030	Food science	NO	1601	Norwegian regions	Public	NO
000409290700030	Food science	NO	1603	Norwegian Research Council	Public	NO
000447917200034	Energy	NO	1603	Norwegian Research Council	Public	NO
000447917200034	Energy	NO	667	EU	Public	Supranational
000447917200034	Energy	NO	1480	National Science Center in Poland	Public	Other
000428829100001	Energy	NO	1596	Norwegian Ministry of Foreign Affairs	Public	NO
000428829100001	Energy	NO	1603	Norwegian Research Council	Public	NO
000315587600004	Food science	NO	1603	Norwegian Research Council	Public	NO
000402346200004	Food science	NO	1894	Skretting Aquaculture Research Centre	Private	NO
000300807200019	Food science	NO	1604	Norwegian School of Veterinary Science	Public	NO
000300807200019	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000300807200019	Food science	NO	1603	Norwegian Research Council	Public	NO
000298219700010	Energy	NO	875	Hafslund ASA	Private	NO
000395511400074	Food science	NO	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000395511400074	Food science	NO	981	Institute of Marine Research	Public	NO
000395511400074	Food science	NO	1589	Norwegian Institute of Marine Research	Public	NO
000305169400009	Energy	NO	613	ELKEM	Private	NO
000305169400009	Energy	NO	1601	Norwegian regions	Public	NO
000305169400009	Energy	NO	1603	Norwegian Research Council	Public	NO
000301616000041	Energy	NO	1603	Norwegian Research Council	Public	NO
000358968000049	Energy	NO	1609	Norwegian University of Life Sciences	University	NO
000432508400002	Energy	NO	1603	Norwegian Research Council	Public	NO
000345732000006	Food science	NO	1573	Norwegian Directorate for Nature Management	Public	NO
000345732000006	Food science	NO	1586	Norwegian Institute for Nature Research	Public	NO
000307623200008	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000307623200008	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000307623200008	Food science	NO	1603	Norwegian Research Council	Public	NO
000307623200008	Food science	NO	2095	TINE Norwegian Dairies BA	Private	NO
000384409400009	Food science	NO	667	EU	Public	Supranational
000384409400009	Food science	NO	1603	Norwegian Research Council	Public	NO
000336258300009	Food science	NO	1386	Ministry of Fisheries in Iceland	Public	Other
000336258300009	Food science	NO	941	Icelandic Technical Innovation Fund	NA	NA
000412610000035	Energy	NO	1272	Lule堕niversity of Technology	NA	NA
000412610000035	Energy	NO	2120	Trafikverket inc	NA	Other
000322055900008	Food science	NO	882	Hawassa University	University	NA
000322055900008	Food science	NO	1609	Norwegian University of Life Sciences	University	NO
000322055900008	Food science	NO	2174	United Nations	Public	Supranational
000399955200086	Energy	NO	667	EU	Public	Supranational
000390203500001	Food science	NO	702	Femern AS	Private	NA
000390203500001	Food science	NO	827	German Research Foundation	Public	Other
000378669700001	Food science	NO	1562	Norwegian Academy of Science and Letters	Public	NO
000438910600007	Energy	NO	667	EU	Public	Supranational
000264734400002	Energy	NO	1603	Norwegian Research Council	Public	NO
000328523800024	Energy	NO	667	EU	Public	Supranational
000288654100001	Food science	NO	1603	Norwegian Research Council	Public	NO
000305100300017	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000305100300017	Food science	NO	88	Animalia	Private	NO
000305100300017	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000305100300017	Food science	NO	1603	Norwegian Research Council	Public	NO
000402070500048	Energy	NO	1892	SINTEF, Norway	Non-profit	NO
000402070500048	Energy	NO	1603	Norwegian Research Council	Public	NO
000273917800004	Food science	NO	1603	Norwegian Research Council	Public	NO
000295619300044	Energy	NO	613	ELKEM	Private	NO
000295619300044	Energy	NO	1603	Norwegian Research Council	Public	NO
000295619300044	Energy	NO	1769	Renewable Energy Corporation (REC)	Private	NO
000275596200017	Energy	NO	1603	Norwegian Research Council	Public	NO
000275596200017	Energy	NO	1929	Statoil	Private	NO
000302998800006	Food science	NO	1563	Norwegian Agency for Development Cooperation (NORAD)	Public	NO
000383527100074	Food science	NO	1603	Norwegian Research Council	Public	NO
000431009400038	Food science	NO	72	Alltech Biotechnology Inc.	Private	Other
000431009400038	Food science	NO	1603	Norwegian Research Council	Public	NO
000423770000024	Food science	NO	1603	Norwegian Research Council	Public	NO
000423770000024	Food science	NO	2095	TINE Norwegian Dairies BA	Private	NO
000413886400011	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000208152900009	Food science	NO	1618	NOAA	Public	Other
000208152900009	Food science	NO	1465	National Oceanic and Atmospheric Administration	NA	Other
000208152900009	Food science	NO	2166	UK Natural Environment Research Council	Public	Other
000208152900009	Food science	NO	2277	University of Texas	University	Other
000353644800010	Food science	NO	2168	UK Technology Strategy Board (TSB Grant)	NA	NA
000366068200002	Food science	NO	667	EU	Public	Supranational
000366068200002	Food science	NO	1381	Ministry of Education, Youth and Sport of Czech Republic	Public	Other
000374811900004	Energy	NO	1603	Norwegian Research Council	Public	NO
000378858900029	Food science	NO	239	CGIAR	Non-profit	DK
000378858900029	Food science	NO	239	CGIAR	Non-profit	NO
000378858900029	Food science	NO	239	CGIAR	Non-profit	Other
000378858900029	Food science	NO	1603	Norwegian Research Council	Public	NO
000371260300006	Food science	NO	1603	Norwegian Research Council	Public	NO
000429491500012	Food science	NO	1078	Joint Institute for the Study of the Atmosphere and Ocean	NA	Other
000429491500012	Food science	NO	1603	Norwegian Research Council	Public	NO
000312499400003	Food science	NO	1900	Social Science and Humanities Research Council (SSHRC) of Canada	Public	Other
000385325300033	Food science	NO	2282	University of Tromso	University	NO
000385325300033	Food science	NO	667	EU	Public	Supranational
000431318100053	Energy	NO	60	Alcoa Norway AS	NA	NA
000431318100053	Energy	NO	205	Canada Foundation for Innovation	NA	Other
000431318100053	Energy	NO	209	Canadian Institutes of Health Research	NA	Other
000431318100053	Energy	NO	613	ELKEM	Private	NO
000431318100053	Energy	NO	930	Hydro	Private	NO
000431318100053	Energy	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000431318100053	Energy	NO	1603	Norwegian Research Council	Public	NO
000431318100053	Energy	NO	2265	University of Saskatchewan	University	Other
000356536500004	Food science	NO	2398	Aarhus University	University	DK
000356536500004	Food science	NO	1528	NMBU University (As, Norway)	University	NO
000356536500004	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000356536500004	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000356536500004	Food science	NO	88	Animalia	Private	NO
000372540700005	Energy	NO	52	Aker Solutions	Private	NO
000372540700005	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000372540700005	Energy	NO	1603	Norwegian Research Council	Public	NO
000326680900020	Energy	NO	613	ELKEM	Private	NO
000326680900020	Energy	NO	1769	Renewable Energy Corporation (REC)	Private	NO
000326680900020	Energy	NO	1603	Norwegian Research Council	Public	NO
000326680900020	Energy	NO	1932	Steuler Solar	NA	NO
000326680900020	Energy	NO	2067	The Quartz Corp	NA	NO
000398651000030	Energy	NO	1453	National Centre for Research and Development (Poland)	NA	Other
000445713700091	Energy	NO	667	EU	Public	Supranational
000273419200009	Food science	NO	667	EU	Public	Supranational
000424092300058	Energy	NO	1603	Norwegian Research Council	Public	NO
